Occasion,Date,Time,Tag_ID,Tag_ID_cor,Site,Species,Section,Length,Weight,Recap,Mortality,Potential_error,error_corrected,Comments
1,10/31/2020,09:32:41.531,900.226001167987,ID900.226001167987,NorthCampus_CMR,creek_chub,2,94,8.3,n,n,n,NA,
1,10/31/2020,09:33:11.233,900.226001167943,ID900.226001167943,NorthCampus_CMR,redbreast_sunfish,2,122,30.9,n,n,n,NA,
1,10/31/2020,09:34:12.312,900.226001167918,ID900.226001167918,NorthCampus_CMR,creek_chub,2,101,10.1,n,n,n,NA,
1,10/31/2020,09:34:39.593,900.226001167909,ID900.226001167909,NorthCampus_CMR,bluehead_chub,2,80,4.8,n,n,n,NA,
1,10/31/2020,09:35:24.714,900.226001167974,ID900.226001167974,NorthCampus_CMR,redbreast_sunfish,2,102,16.1,n,n,n,NA,
1,10/31/2020,09:35:45.107,900.226001167969,ID900.226001167969,NorthCampus_CMR,green_sunfish,2,83,9.3,n,n,n,NA,
1,10/31/2020,09:36:26.007,900.226001167988,ID900.226001167988,NorthCampus_CMR,bluegill,2,76,6,n,n,n,NA,
1,10/31/2020,09:37:15.719,900.226001167934,ID900.226001167934,NorthCampus_CMR,redbreast_sunfish,2,63,4.3,n,n,n,NA,
1,10/31/2020,09:39:25.656,900.226001167914,ID900.226001167914,NorthCampus_CMR,bluehead_chub,3,71,3.5,n,n,n,NA,
1,10/31/2020,10:27:23.316,900.226001167913,ID900.226001167913,NorthCampus_CMR,creek_chub,4,154,40.8,n,n,n,NA,
1,10/31/2020,10:30:38.637,900.226001167979,ID900.226001167979,NorthCampus_CMR,striped_jumprock,4,166,39,n,n,n,NA,
1,10/31/2020,10:31:22.990,900.226001167948,ID900.226001167948,NorthCampus_CMR,redbreast_sunfish,4,86,9.4,n,n,n,NA,
1,10/31/2020,10:31:46.304,900.226001167907,ID900.226001167907,NorthCampus_CMR,redbreast_sunfish,4,93,11.2,n,n,n,NA,
1,10/31/2020,10:32:23.452,900.226001167989,ID900.226001167989,NorthCampus_CMR,redbreast_sunfish,4,77,7.4,n,n,n,NA,
1,10/31/2020,10:32:47.601,900.226001167981,ID900.226001167981,NorthCampus_CMR,bluegill,4,75,5.2,n,n,n,NA,
1,10/31/2020,10:33:27.800,900.226001167906,ID900.226001167906,NorthCampus_CMR,creek_chub,5,103,10.5,n,n,n,NA,
1,10/31/2020,10:35:54.233,900.226001167978,ID900.226001167978,NorthCampus_CMR,bluehead_chub,5,118,21.2,n,n,n,NA,
1,10/31/2020,10:36:40.461,900.226001167916,ID900.226001167916,NorthCampus_CMR,green_sunfish,5,105,19.4,n,n,n,NA,
1,10/31/2020,10:37:19.160,900.226001167915,ID900.226001167915,NorthCampus_CMR,redbreast_sunfish,5,88,11.1,n,n,n,NA,
1,10/31/2020,10:37:41.337,900.226001167919,ID900.226001167919,NorthCampus_CMR,creek_chub,5,95,8.3,n,n,n,NA,
1,10/31/2020,10:38:06.853,900.226001167951,ID900.226001167951,NorthCampus_CMR,redbreast_sunfish,5,130,32.7,n,n,n,NA,
1,10/31/2020,10:38:47.857,900.226001167902,ID900.226001167902,NorthCampus_CMR,green_sunfish,5,113,20.8,n,n,n,NA,
1,10/31/2020,10:39:41.529,900.226001167954,ID900.226001167954,NorthCampus_CMR,redbreast_sunfish,5,122,30.8,n,n,n,NA,
1,10/31/2020,10:40:43.241,900.226001167984,ID900.226001167984,NorthCampus_CMR,green_sunfish,5,78,7.1,n,n,n,NA,
1,10/31/2020,10:41:17.490,900.226001167992,ID900.226001167992,NorthCampus_CMR,bluegill,5,74,4.9,n,n,n,NA,
1,10/31/2020,10:41:37.052,900.226001167941,ID900.226001167941,NorthCampus_CMR,redbreast_sunfish,5,62,3.6,n,n,n,NA,
1,10/31/2020,10:42:08.521,900.226001167920,ID900.226001167920,NorthCampus_CMR,bluehead_chub,5,92,8.6,n,n,n,NA,
1,10/31/2020,10:43:15.959,900.226001167933,ID900.226001167933,NorthCampus_CMR,creek_chub,5,111,13.4,n,n,n,NA,
1,10/31/2020,10:43:42.543,900.226001167953,ID900.226001167953,NorthCampus_CMR,striped_jumprock,6,156,37,n,n,n,NA,
1,10/31/2020,10:46:57.719,900.226001167940,ID900.226001167940,NorthCampus_CMR,creek_chub,6,180,62.3,n,n,n,NA,
1,10/31/2020,10:49:09.672,900.226001167925,ID900.226001167925,NorthCampus_CMR,creek_chub,6,127,23.1,n,n,n,NA,
1,10/31/2020,10:50:37.869,900.226001167900,ID900.226001167900,NorthCampus_CMR,bluehead_chub,6,119,19.1,n,n,n,NA,
1,10/31/2020,10:51:50.297,900.226001167944,ID900.226001167944,NorthCampus_CMR,creek_chub,6,99,8.8,n,n,n,NA,
1,10/31/2020,10:53:08.779,900.226001167980,ID900.226001167980,NorthCampus_CMR,redbreast_sunfish,6,128,33.6,n,n,n,NA,
1,10/31/2020,10:54:17.581,900.226001167912,ID900.226001167912,NorthCampus_CMR,redbreast_sunfish,6,117,26.8,n,n,n,NA,
1,10/31/2020,10:55:41.909,900.226001167962,ID900.226001167962,NorthCampus_CMR,redbreast_sunfish,6,69,5.3,n,n,n,NA,
1,10/31/2020,NA,NA,NA,NorthCampus_CMR,NA,7,NA,NA,NA,NA,n,NA,NO_FISH
1,10/31/2020,11:25:08.609,900.226001167917,ID900.226001167917,NorthCampus_CMR,creek_chub,8,104,12.1,n,n,n,NA,
1,10/31/2020,11:27:21.856,900.226001167937,ID900.226001167937,NorthCampus_CMR,creek_chub,8,104,12.2,n,n,n,NA,
1,10/31/2020,11:30:24.044,900.226001167939,ID900.226001167939,NorthCampus_CMR,creek_chub,8,110,14.7,n,n,n,NA,
1,10/31/2020,11:31:35.240,900.226001167935,ID900.226001167935,NorthCampus_CMR,bluehead_chub,8,75,4.6,n,n,n,NA,
1,10/31/2020,11:33:15.683,900.226001167994,ID900.226001167994,NorthCampus_CMR,creek_chub,9,95,8.8,n,n,n,NA,
1,10/31/2020,11:35:33.113,900.226001167975,ID900.226001167975,NorthCampus_CMR,creek_chub,9,126,23.1,n,n,n,NA,
1,10/31/2020,11:37:03.422,900.226001167908,ID900.226001167908,NorthCampus_CMR,green_sunfish,9,85,11.2,n,n,n,NA,
1,10/31/2020,11:38:26.120,900.226001167942,ID900.226001167942,NorthCampus_CMR,bluehead_chub,9,74,4.2,n,n,n,NA,
1,10/31/2020,11:40:13.739,900.226001167967,ID900.226001167967,NorthCampus_CMR,bluegill,9,65,3.4,n,y,n,NA,
1,10/31/2020,11:41:43.697,900.226001167970,ID900.226001167970,NorthCampus_CMR,bluehead_chub,9,70,3.6,n,n,n,NA,
1,11/04/2020,09:05:18.865,900.226001167977,ID900.226001167977,NorthCampus_CMR,redbreast_sunfish,10,145,42.5,n,n,n,NA,
1,11/04/2020,09:07:10.682,900.226001167928,ID900.226001167928,NorthCampus_CMR,redbreast_sunfish,10,87,9.9,n,n,n,NA,
1,11/04/2020,09:08:41.435,900.226001167971,ID900.226001167971,NorthCampus_CMR,redbreast_sunfish,10,124,28.9,n,n,n,NA,
1,11/04/2020,09:10:01.192,900.226001167972,ID900.226001167972,NorthCampus_CMR,redbreast_sunfish,10,86,9.9,n,n,n,NA,
1,11/04/2020,09:11:45.469,900.226001167936,ID900.226001167936,NorthCampus_CMR,green_sunfish,10,83,9.4,n,n,n,NA,
1,11/04/2020,09:14:18.327,900.226001167997,ID900.226001167997,NorthCampus_CMR,redbreast_sunfish,10,122,28.9,n,n,n,NA,
1,11/04/2020,09:15:39.797,900.226001167993,ID900.226001167993,NorthCampus_CMR,green_sunfish,10,132,31.3,n,n,n,NA,
1,11/04/2020,09:17:50.190,900.226001167960,ID900.226001167960,NorthCampus_CMR,green_sunfish,10,109,21.4,n,n,n,NA,
1,11/04/2020,09:19:01.640,900.226001167946,ID900.226001167946,NorthCampus_CMR,redbreast_sunfish,10,97,14.8,n,n,n,NA,
1,11/04/2020,09:21:30.447,900.226001167990,ID900.226001167990,NorthCampus_CMR,redbreast_sunfish,10,136,41.2,n,n,n,NA,
1,11/04/2020,09:23:15.462,900.226001167949,ID900.226001167949,NorthCampus_CMR,redbreast_sunfish,10,103,15.6,n,n,n,NA,
1,11/04/2020,09:26:06.030,900.226001167985,ID900.226001167985,NorthCampus_CMR,green_sunfish,10,113,21.5,n,n,n,NA,
1,11/04/2020,09:28:48.867,900.226001167927,ID900.226001167927,NorthCampus_CMR,bluehead_chub,10,90,9.6,n,n,n,NA,
1,11/04/2020,09:31:09.965,900.226001167905,ID900.226001167905,NorthCampus_CMR,bluehead_chub,10,108,13.2,n,n,n,NA,
1,11/04/2020,09:33:15.246,900.226001167999,ID900.226001167999,NorthCampus_CMR,redbreast_sunfish,10,68,4.7,n,n,n,NA,
1,11/04/2020,09:35:43.481,900.226001167979,ID900.226001167979,NorthCampus_CMR,striped_jumprock,11,166,38.4,y,n,n,NA,
1,11/04/2020,09:36:45.544,900.226001167907,ID900.226001167907,NorthCampus_CMR,redbreast_sunfish,11,89,11.1,y,n,n,NA,
1,11/04/2020,09:37:34.847,900.226001167944,ID900.226001167944,NorthCampus_CMR,creek_chub,11,95,9,y,n,n,NA,
1,11/04/2020,09:38:16.928,900.226001167970,ID900.226001167970,NorthCampus_CMR,bluehead_chub,11,68,3.8,y,n,n,NA,
1,11/04/2020,09:40:13.965,900.226001167910,ID900.226001167910,NorthCampus_CMR,creek_chub,11,140,30.7,n,n,n,NA,
1,11/04/2020,09:41:02.620,900.226001167903,ID900.226001167903,NorthCampus_CMR,creek_chub,11,105,13.1,n,n,n,NA,
1,11/04/2020,09:41:34.305,900.226001167991,ID900.226001167991,NorthCampus_CMR,bluehead_chub,11,117,17.9,n,n,n,NA,
1,11/04/2020,09:41:58.033,900.226001167911,ID900.226001167911,NorthCampus_CMR,green_sunfish,11,96,13.5,n,n,n,NA,
1,11/04/2020,09:42:30.212,900.226001167950,ID900.226001167950,NorthCampus_CMR,bluehead_chub,11,106,15.7,n,n,n,NA,
1,11/04/2020,09:43:13.548,900.226001167924,ID900.226001167924,NorthCampus_CMR,bluegill,11,96,11.9,n,n,n,NA,
1,11/04/2020,09:43:46.115,900.226001167961,ID900.226001167961,NorthCampus_CMR,green_sunfish,11,97,15.4,n,n,n,NA,
1,11/04/2020,09:45:20.072,900.226001167923,ID900.226001167923,NorthCampus_CMR,redbreast_sunfish,11,78,7.8,n,n,n,NA,
1,11/04/2020,09:46:00.526,900.226001167963,ID900.226001167963,NorthCampus_CMR,redbreast_sunfish,11,83,10.4,n,n,n,NA,
1,11/04/2020,09:46:34.864,900.226001167998,ID900.226001167998,NorthCampus_CMR,bluehead_chub,11,105,16,n,n,n,NA,
1,11/04/2020,09:47:12.396,900.226001167901,ID900.226001167901,NorthCampus_CMR,green_sunfish,11,74,6.2,n,n,n,NA,
1,11/04/2020,09:47:57.894,900.226001167932,ID900.226001167932,NorthCampus_CMR,bluehead_chub,11,84,6.1,n,n,n,NA,
1,11/04/2020,09:48:56.720,900.226001167982,ID900.226001167982,NorthCampus_CMR,creek_chub,11,120,19.4,n,n,n,NA,
1,11/04/2020,09:49:29.229,900.226001167995,ID900.226001167995,NorthCampus_CMR,green_sunfish,11,103,18.7,n,n,n,NA,
1,11/04/2020,09:50:51.213,900.226001167996,ID900.226001167996,NorthCampus_CMR,redbreast_sunfish,11,75,7.3,n,n,n,NA,
1,11/04/2020,09:51:36.178,900.226001167952,ID900.226001167952,NorthCampus_CMR,green_sunfish,11,77,7.7,n,n,n,NA,
1,11/04/2020,09:52:59.445,900.226001167976,ID900.226001167976,NorthCampus_CMR,redbreast_sunfish,11,85,10.1,n,n,n,NA,
1,11/04/2020,09:53:36.251,900.226001167947,ID900.226001167947,NorthCampus_CMR,bluehead_chub,11,119,22.3,n,n,n,NA,male
1,11/04/2020,09:54:34.579,900.226001167938,ID900.226001167938,NorthCampus_CMR,bluehead_chub,11,79,6.5,n,n,n,NA,
1,11/04/2020,09:55:33.476,900.226001167930,ID900.226001167930,NorthCampus_CMR,bluehead_chub,12,81,6,n,n,n,NA,
1,11/04/2020,09:59:07.003,900.226001167926,ID900.226001167926,NorthCampus_CMR,redbreast_sunfish,12,137,45.5,n,n,n,NA,
1,11/04/2020,10:00:15.656,900.226001167805,ID900.226001167805,NorthCampus_CMR,bluehead_chub,12,131,24.5,n,n,n,NA,male
1,11/04/2020,10:01:33.067,900.226001167813,ID900.226001167813,NorthCampus_CMR,bluehead_chub,12,127,22.9,n,n,n,NA,male
1,11/04/2020,10:02:34.485,900.226001167848,ID900.226001167848,NorthCampus_CMR,striped_jumprock,12,150,36.9,n,n,n,NA,
1,11/04/2020,10:03:08.153,900.226001167800,ID900.226001167800,NorthCampus_CMR,creek_chub,12,93,9.6,n,n,n,NA,
1,11/04/2020,10:03:45.787,900.226001167863,ID900.226001167863,NorthCampus_CMR,green_sunfish,12,76,7.1,n,n,n,NA,
1,11/04/2020,10:04:30.743,900.226001167845,ID900.226001167845,NorthCampus_CMR,redbreast_sunfish,12,94,13.1,n,n,n,NA,
1,11/04/2020,10:05:14.815,900.226001167866,ID900.226001167866,NorthCampus_CMR,redbreast_sunfish,12,88,11,n,n,n,NA,
1,11/04/2020,10:05:55.796,900.226001167808,ID900.226001167808,NorthCampus_CMR,green_sunfish,12,87,10.4,n,n,n,NA,
1,11/04/2020,10:07:33.927,900.226001167844,ID900.226001167844,NorthCampus_CMR,bluegill,12,73,6.1,n,n,n,NA,
1,11/04/2020,10:08:12.880,900.226001167872,ID900.226001167872,NorthCampus_CMR,green_sunfish,12,72,6.3,n,n,n,NA,
1,11/04/2020,10:08:58.040,900.226001167830,ID900.226001167830,NorthCampus_CMR,redbreast_sunfish,12,67,5.1,n,n,n,NA,
1,11/04/2020,10:11:05.075,900.226001167806,ID900.226001167806,NorthCampus_CMR,striped_jumprock,13,198,84.8,n,n,n,NA,
1,11/04/2020,10:13:22.020,900.226001167886,ID900.226001167886,NorthCampus_CMR,creek_chub,13,104,12.6,n,n,n,NA,
1,11/04/2020,10:14:34.418,900.226001167870,ID900.226001167870,NorthCampus_CMR,striped_jumprock,13,189,67.2,n,n,n,NA,
1,11/04/2020,10:15:18.293,900.226001167860,ID900.226001167860,NorthCampus_CMR,creek_chub,13,112,16.2,n,n,n,NA,
1,11/04/2020,10:18:32.944,900.226001167964,ID900.226001167964,NorthCampus_CMR,creek_chub,13,96,9.7,n,n,n,NA,
1,11/04/2020,10:19:10.577,900.226001167931,ID900.226001167931,NorthCampus_CMR,creek_chub,13,115,17.7,n,n,n,NA,
1,11/04/2020,10:19:45.700,900.226001167878,ID900.226001167878,NorthCampus_CMR,redbreast_sunfish,13,135,36.9,n,n,n,NA,
1,11/04/2020,10:20:20.530,900.226001167828,ID900.226001167828,NorthCampus_CMR,green_sunfish,13,79,7.8,n,n,y,y,8/15/21 SK misidentification and this is greensunfish based on occ4 photo
1,11/04/2020,10:21:10.030,900.226001167898,ID900.226001167898,NorthCampus_CMR,redbreast_sunfish,13,107,19.3,n,n,n,NA,
1,11/04/2020,10:21:49.382,900.226001167832,ID900.226001167832,NorthCampus_CMR,redbreast_sunfish,13,106,18.2,n,n,n,NA,
1,11/04/2020,10:22:38.808,900.226001167889,ID900.226001167889,NorthCampus_CMR,bluegill,13,87,9.6,n,n,n,NA,
1,11/04/2020,10:23:15.902,900.226001167849,ID900.226001167849,NorthCampus_CMR,green_sunfish,13,103,17.9,n,n,n,NA,
1,11/04/2020,10:23:58.800,900.226001167884,ID900.226001167884,NorthCampus_CMR,bluehead_chub,14,89,8.4,n,n,n,NA,
1,11/04/2020,10:25:34.552,900.226001167809,ID900.226001167809,NorthCampus_CMR,redbreast_sunfish,14,96,14.5,n,n,n,NA,
1,11/04/2020,10:26:20.980,900.226001167859,ID900.226001167859,NorthCampus_CMR,redbreast_sunfish,14,127,34.1,n,n,n,NA,
1,11/04/2020,11:26:47.790,900.226001167819,ID900.226001167819,NorthCampus_CMR,redbreast_sunfish,15,140,38.9,n,n,n,NA,
1,11/04/2020,11:30:28.316,900.226001167835,ID900.226001167835,NorthCampus_CMR,creek_chub,15,91,7.2,n,n,n,NA,
1,11/04/2020,11:31:32.772,900.226001167825,ID900.226001167825,NorthCampus_CMR,bluehead_chub,15,81,5.1,n,n,n,NA,
1,11/04/2020,11:33:01.819,900.226001167897,ID900.226001167897,NorthCampus_CMR,bluehead_chub,15,83,6.8,n,n,n,NA,
1,11/04/2020,11:34:59.290,900.226001167829,ID900.226001167829,NorthCampus_CMR,bluehead_chub,16,86,7.3,n,n,n,NA,
1,11/04/2020,11:36:39.684,900.226001167801,ID900.226001167801,NorthCampus_CMR,bluehead_chub,16,101,11.9,n,n,n,NA,
1,11/04/2020,11:38:25.109,900.226001167861,ID900.226001167861,NorthCampus_CMR,green_sunfish,17,95,12.7,n,n,n,NA,
1,11/04/2020,11:40:15.171,900.226001167899,ID900.226001167899,NorthCampus_CMR,redbreast_sunfish,17,126,30.1,n,n,n,NA,
1,11/04/2020,11:42:12.992,900.226001167871,ID900.226001167871,NorthCampus_CMR,green_sunfish,17,91,12,n,n,n,NA,
1,11/04/2020,11:43:31.150,900.226001167865,ID900.226001167865,NorthCampus_CMR,bluehead_chub,17,64,2.5,n,n,n,NA,
1,11/04/2020,NA,NA,NA,NorthCampus_CMR,NA,18,NA,NA,NA,NA,n,NA,NO_FISH
1,11/04/2020,11:45:28.925,900.226001167890,ID900.226001167890,NorthCampus_CMR,creek_chub,19,112,14.5,n,n,n,NA,
1,11/04/2020,11:47:22.833,900.226001167892,ID900.226001167892,NorthCampus_CMR,creek_chub,19,90,7.6,n,n,n,NA,
1,11/04/2020,11:48:26.696,900.226001167869,ID900.226001167869,NorthCampus_CMR,creek_chub,19,105,11.5,n,n,n,NA,
1,11/04/2020,11:49:31.058,900.226001167842,ID900.226001167842,NorthCampus_CMR,creek_chub,19,117,16.9,n,n,n,NA,
1,11/04/2020,11:51:02.357,900.226001167877,ID900.226001167877,NorthCampus_CMR,creek_chub,20,102,11.7,n,n,n,NA,
1,11/04/2020,11:52:56.629,900.226001167891,ID900.226001167891,NorthCampus_CMR,bluehead_chub,20,100,10.7,n,n,n,NA,
1,11/04/2020,11:54:48.377,900.226001167817,ID900.226001167817,NorthCampus_CMR,creek_chub,20,96,10.2,n,n,n,NA,
1,11/04/2020,11:56:07.781,900.226001167867,ID900.226001167867,NorthCampus_CMR,creek_chub,20,112,13.5,n,n,n,NA,
1,11/04/2020,11:57:26.381,900.226001167854,ID900.226001167854,NorthCampus_CMR,creek_chub,20,107,13.5,n,n,n,NA,
1,11/04/2020,11:58:33.101,900.226001167843,ID900.226001167843,NorthCampus_CMR,creek_chub,20,96,10,n,n,n,NA,
1,11/04/2020,11:59:40.441,900.226001167879,ID900.226001167879,NorthCampus_CMR,creek_chub,20,97,8.9,n,n,n,NA,
1,11/04/2020,12:00:15.298,900.226001167807,ID900.226001167807,NorthCampus_CMR,creek_chub,20,99,11.2,n,n,n,NA,
1,11/04/2020,12:01:30.442,900.226001167822,ID900.226001167822,NorthCampus_CMR,creek_chub,20,117,16.7,n,n,n,NA,
1,11/04/2020,12:02:29.728,900.226001167803,ID900.226001167803,NorthCampus_CMR,creek_chub,20,117,16,n,n,n,NA,
1,11/04/2020,12:03:56.368,900.226001167811,ID900.226001167811,NorthCampus_CMR,creek_chub,20,92,8.6,n,n,n,NA,
1,11/04/2020,12:07:40.955,900.226001167802,ID900.226001167802,NorthCampus_CMR,creek_chub,20,104,11.8,n,n,n,NA,
1,11/04/2020,12:08:53.089,900.226001167864,ID900.226001167864,NorthCampus_CMR,creek_chub,20,131,26.9,n,n,n,NA,
1,11/04/2020,12:09:59.093,900.226001167846,ID900.226001167846,NorthCampus_CMR,creek_chub,20,96,8.7,n,n,n,NA,
1,11/04/2020,12:10:34.467,900.226001167858,ID900.226001167858,NorthCampus_CMR,green_sunfish,20,103,14.4,n,n,n,NA,
1,11/04/2020,12:11:41.633,900.226001167857,ID900.226001167857,NorthCampus_CMR,redbreast_sunfish,20,90,12.5,n,n,n,NA,
1,11/04/2020,12:12:33.577,900.226001167804,ID900.226001167804,NorthCampus_CMR,creek_chub,20,98,9.8,n,n,n,NA,
1,11/07/2020,NA,NA,NA,NorthCampus_CMR,NA,21,NA,NA,NA,NA,n,NA,NO_FISH
1,11/07/2020,09:13:25.098,900.226001167711,ID900.226001167711,NorthCampus_CMR,creek_chub,22,88,6.5,n,n,n,NA,
1,11/07/2020,09:17:53.096,900.226001167787,ID900.226001167787,NorthCampus_CMR,green_sunfish,22,89,10.4,n,n,n,NA,
1,11/07/2020,09:18:34.344,900.226001167756,ID900.226001167756,NorthCampus_CMR,creek_chub,22,88,7.3,n,n,n,NA,
1,11/07/2020,09:19:16.848,900.226001167752,ID900.226001167752,NorthCampus_CMR,green_sunfish,22,120,29.1,n,n,y,y,5/18/21 AT length error corrected (200 to 120)
1,11/07/2020,09:20:09.431,900.226001167786,ID900.226001167786,NorthCampus_CMR,green_sunfish,22,91,11.8,n,n,n,NA,
1,11/07/2020,09:20:49.050,900.226001167725,ID900.226001167725,NorthCampus_CMR,bluegill,22,78,6.9,n,n,n,NA,
1,11/07/2020,09:21:46.701,900.226001167767,ID900.226001167767,NorthCampus_CMR,redbreast_sunfish,22,97,12.7,n,n,n,NA,
1,11/07/2020,09:22:34.153,900.226001167793,ID900.226001167793,NorthCampus_CMR,bluehead_chub,22,101,11,n,n,n,NA,
1,11/07/2020,09:23:12.023,900.226001167794,ID900.226001167794,NorthCampus_CMR,green_sunfish,22,70,5.4,n,n,n,NA,
1,11/07/2020,09:23:52.904,900.226001167718,ID900.226001167718,NorthCampus_CMR,bluehead_chub,22,96,8.7,n,n,n,NA,
1,11/07/2020,09:24:42.996,900.226001167739,ID900.226001167739,NorthCampus_CMR,creek_chub,23,98,9.5,n,n,n,NA,
1,11/07/2020,09:28:10.951,900.226001167780,ID900.226001167780,NorthCampus_CMR,green_sunfish,23,144,46.6,n,n,n,NA,
1,11/07/2020,09:31:37.114,900.226001167890,ID900.226001167890,NorthCampus_CMR,creek_chub,24,112,14.6,y,n,n,NA,
1,11/07/2020,09:32:55.914,900.226001167714,ID900.226001167714,NorthCampus_CMR,creek_chub,24,149,35.1,n,n,n,NA,
1,11/07/2020,09:34:07.915,900.226001167753,ID900.226001167753,NorthCampus_CMR,creek_chub,24,88,6,n,n,n,NA,
1,11/07/2020,09:34:50.853,900.226001167727,ID900.226001167727,NorthCampus_CMR,creek_chub,24,92,8.1,n,n,n,NA,
1,11/07/2020,09:35:19.574,900.226001167781,ID900.226001167781,NorthCampus_CMR,creek_chub,24,91,7.3,n,n,n,NA,
1,11/07/2020,09:36:04.795,900.226001167726,ID900.226001167726,NorthCampus_CMR,creek_chub,24,92,7.8,n,n,n,NA,
1,11/07/2020,09:36:37.671,900.226001167732,ID900.226001167732,NorthCampus_CMR,creek_chub,24,103,11.8,n,n,n,NA,
1,11/07/2020,09:38:11.593,900.226001167743,ID900.226001167743,NorthCampus_CMR,bluehead_chub,24,95,8.9,n,n,n,NA,
1,11/07/2020,09:38:40.797,900.226001167795,ID900.226001167795,NorthCampus_CMR,creek_chub,24,91,7.7,n,n,n,NA,
1,11/07/2020,09:39:35.547,900.226001167721,ID900.226001167721,NorthCampus_CMR,creek_chub,24,89,6.5,n,n,n,NA,
1,11/07/2020,09:43:05.228,900.226001167858,ID900.226001167858,NorthCampus_CMR,green_sunfish,25,103,13.2,y,n,n,NA,
1,11/07/2020,09:44:13.295,900.226001167722,ID900.226001167722,NorthCampus_CMR,creek_chub,25,94,8.2,n,n,n,NA,
1,11/07/2020,09:45:18.863,900.226001167704,ID900.226001167704,NorthCampus_CMR,creek_chub,25,114,14.7,n,n,n,NA,
1,11/07/2020,09:46:44.982,900.226001167868,ID900.226001167868,NorthCampus_CMR,creek_chub,26,85,6.4,n,n,n,NA,
1,11/07/2020,09:49:14.872,900.226001167887,ID900.226001167887,NorthCampus_CMR,creek_chub,26,95,8.5,n,n,n,NA,
1,11/07/2020,09:49:56.776,900.226001167873,ID900.226001167873,NorthCampus_CMR,creek_chub,26,95,8.5,n,n,n,NA,
1,11/07/2020,09:51:21.466,900.226001167810,ID900.226001167810,NorthCampus_CMR,creek_chub,26,96,8.3,n,n,n,NA,
1,11/07/2020,09:52:29.986,900.226001167895,ID900.226001167895,NorthCampus_CMR,creek_chub,26,72,3.3,n,n,n,NA,
1,11/07/2020,09:53:18.298,900.226001167853,ID900.226001167853,NorthCampus_CMR,bluehead_chub,26,76,4.2,n,n,n,NA,
1,11/07/2020,09:53:50.984,900.226001167896,ID900.226001167896,NorthCampus_CMR,bluehead_chub,26,65,2.8,n,n,n,NA,
1,11/07/2020,09:54:26.118,900.226001167881,ID900.226001167881,NorthCampus_CMR,bluehead_chub,26,67,3,n,n,n,NA,
1,11/07/2020,11:10:42.686,900.226001167823,ID900.226001167823,NorthCampus_CMR,bluehead_chub,27,92,8.9,n,n,n,NA,
1,11/07/2020,11:14:49.781,900.226001167888,ID900.226001167888,NorthCampus_CMR,creek_chub,28,90,8.1,n,n,n,NA,
1,11/07/2020,11:19:28.681,900.226001167882,ID900.226001167882,NorthCampus_CMR,creek_chub,29,84,6.1,n,n,n,NA,
1,11/07/2020,11:23:11.070,900.226001167856,ID900.226001167856,NorthCampus_CMR,green_sunfish,29,61,3.3,n,n,n,NA,
